,Целевая.Цена,Спальни,Ванные,Жилая площадь,Общая площадь,Количество этажей,Вид на воду,Просмотрены ранее,Состояние,Оценка риелтора,Площадь без подвала,Площадь подвала,Год постройки,Год реновации,Широта,Долгота
1807,325000,3,"2,75",2200,7000,1,0,0,4,7,1280,920,1977,0,"47,4574","-122,169"
1808,1480000,4,3,3050,6179,2,0,0,4,9,2330,720,1926,0,"47,6253","-122,284"
1809,690000,4,"2,5",2740,8120,2,0,0,3,9,2740,0,1999,0,"47,6123","-122,006"
1810,570000,4,"2,5",2430,44001,1,0,0,3,8,2430,0,1994,0,"47,7125","-121,916"
1811,320000,6,"2,75",2410,10763,1,0,0,5,7,1310,1100,1957,0,"47,4429","-122,282"
1812,380000,4,"2,5",2320,10079,2,0,0,3,7,2320,0,1994,0,"47,3828","-122,026"
1813,924000,3,"1,5",2200,5000,"1,5",0,0,3,9,2200,0,1932,0,"47,6404","-122,408"
1814,460000,2,"1,5",1090,4000,1,0,0,3,8,970,120,1951,0,"47,5798","-122,393"
1815,1340000,4,"3,5",2980,6349,2,0,3,3,9,2980,0,1998,0,"47,6819","-122,208"
1816,750500,5,3,2170,2440,"1,5",0,0,4,8,1450,720,1911,0,"47,6724","-122,317"
1817,92000,2,1,760,5500,"1,5",0,0,3,5,760,0,1947,0,"47,5045","-122,329"
1818,349000,3,"3,25",1340,1151,3,0,0,3,7,1340,0,2008,0,"47,6904","-122,346"
1819,2700000,4,"3,25",4420,7850,2,1,4,3,11,3150,1270,2001,0,"47,572","-122,102"
1820,141800,2,1,930,4743,1,0,0,4,5,930,0,1942,0,"47,4966","-122,187"
1821,720000,3,"2,5",2880,10126,2,0,0,4,10,2880,0,1985,0,"47,6319","-122,037"
1822,532000,3,1,1110,4800,"1,5",0,0,3,7,1110,0,1946,0,"47,6857","-122,378"
1823,230000,3,2,1160,1174,2,0,0,3,7,790,370,2007,0,"47,5225","-122,357"
1824,555000,2,"2,25",1160,954,2,0,0,3,8,960,200,2014,0,"47,6647","-122,284"
1825,545000,3,2,1550,4000,1,0,0,3,7,940,610,1955,0,"47,6379","-122,387"
1826,365000,3,"2,5",1800,2700,2,0,0,3,8,1800,0,2011,0,"47,5458","-122,369"
1827,351000,4,1,1550,7260,1,0,0,4,6,1550,0,1959,0,"47,6229","-122,121"
1828,250000,3,1,1190,6250,1,0,0,3,7,990,200,1954,0,"47,5658","-122,292"
1829,500000,4,2,1530,7816,1,0,0,3,7,1530,0,1955,0,"47,7309","-122,332"
1830,672000,4,"2,5",2440,10049,2,0,0,4,9,2440,0,1989,0,"47,5744","-121,993"
1831,316500,3,"1,75",1600,14250,1,0,0,3,7,1070,530,1979,0,"47,3272","-122,355"
1832,319950,4,"2,5",2038,7643,2,0,0,3,8,2038,0,2011,0,"47,3296","-122,18"
1833,275000,4,"2,25",2400,17842,2,0,0,4,7,2400,0,1973,0,"47,2866","-122,217"
1834,540000,7,"5,75",3700,7647,2,0,1,3,8,3700,0,1948,1984,"47,7393","-122,289"
1835,310000,3,"2,5",1990,3600,2,0,0,3,7,1990,0,2004,0,"47,3841","-122,041"
1836,762500,4,"2,5",3150,5979,2,0,0,3,9,3150,0,2005,0,"47,7082","-122,101"
1837,265000,2,"1,5",1084,3427,2,0,0,3,7,1084,0,1976,0,"47,7117","-122,326"
1838,525000,4,"2,75",2440,5080,2,0,0,3,8,1750,690,1960,0,"47,5547","-122,379"
1839,295950,2,1,1190,6200,1,0,0,3,7,1190,0,1948,0,"47,7634","-122,34"
1840,190500,3,"1,5",1110,1150,2,0,0,3,8,940,170,2007,0,"47,5929","-122,306"
1841,276000,2,2,1480,6075,1,0,0,5,7,740,740,1919,0,"47,5317","-122,276"
1842,365000,3,"1,5",1640,8301,1,0,0,3,7,1290,350,1958,0,"47,7443","-122,327"
1843,257500,2,2,1180,9265,1,0,0,3,7,1180,0,1940,0,"47,7252","-122,297"
1844,575000,4,"2,75",2730,35075,1,0,0,3,8,1530,1200,1979,0,"47,7726","-122,139"
1845,780000,5,2,2880,12000,2,0,0,3,8,2880,0,1921,0,"47,5861","-122,295"
1846,437000,3,"2,5",1750,22357,2,0,0,3,8,1750,0,1994,0,"47,4807","-121,779"
1847,415000,6,2,2500,5200,1,0,0,3,8,1250,1250,1966,0,"47,5517","-122,268"
1848,457500,3,"2,25",1430,2003,2,0,0,3,8,980,450,1996,0,"47,5908","-122,292"
1849,375000,2,"1,5",1130,912,2,0,0,3,8,1000,130,2006,0,"47,5638","-122,388"
1850,549950,3,"2,5",2680,5860,2,0,0,3,8,2680,0,2001,0,"47,7557","-122,223"
1851,747000,2,1,990,4000,1,0,0,4,7,990,0,1911,0,"47,6589","-122,341"
1852,350000,3,"1,75",1480,9375,1,0,0,4,7,1480,0,1957,0,"47,5076","-122,366"
1853,162950,2,1,950,2784,1,0,0,4,8,950,0,1972,0,"47,3793","-122,321"
1854,300000,5,1,1940,8875,1,0,0,3,7,1940,0,1957,0,"47,4407","-122,275"
1855,418200,3,"2,5",2260,74297,2,0,0,3,9,2260,0,1992,0,"47,2704","-122,013"
1856,960000,3,"2,5",1730,4102,3,1,4,3,8,1730,0,1996,0,"47,645","-122,084"
1857,320000,4,"1,75",1660,6200,1,0,0,4,6,830,830,1948,0,"47,56","-122,316"
1858,300000,3,"1,75",1500,8352,1,0,2,5,6,750,750,1943,0,"47,4883","-122,191"
1859,815000,4,"2,25",2000,3800,2,0,0,3,8,2000,0,2001,0,"47,6852","-122,311"
1860,683000,4,"2,5",2620,10489,2,0,0,3,9,2620,0,1990,0,"47,6732","-122,143"
1861,632000,6,"2,5",2560,8320,1,0,0,3,7,1370,1190,1961,0,"47,7021","-122,287"
1862,262000,5,1,1870,7800,1,0,0,3,7,1580,290,1962,0,"47,5127","-122,321"
1863,245000,3,3,1990,9600,1,0,0,3,7,1440,550,1988,0,"47,3499","-122,296"
1864,700000,4,"2,25",2690,15000,2,0,0,3,9,1890,800,1978,0,"47,612","-122,064"
1865,700180,2,"1,75",1530,4387,1,0,0,3,8,1020,510,1952,0,"47,6726","-122,264"
1866,695000,4,"2,5",2961,12146,2,0,0,3,9,2961,0,1998,0,"47,5839","-122,052"
1867,565000,2,"1,75",1740,4736,"1,5",0,2,4,7,1040,700,1907,0,"47,5994","-122,287"
1868,775000,3,"2,5",1980,7807,2,0,0,4,9,1980,0,1989,0,"47,6884","-122,204"
1869,242000,5,"2,25",2340,7494,1,0,0,3,7,1170,1170,1951,0,"47,448","-122,28"
1870,492500,4,"2,75",2760,18306,1,0,0,3,7,1630,1130,1978,0,"47,7302","-122,215"
1871,475000,4,"1,75",2160,19283,2,0,0,3,8,2160,0,1981,0,"47,7603","-122,169"
1872,353500,3,"2,5",2020,4845,2,0,0,3,7,2020,0,2001,0,"47,3848","-122,033"
1873,705000,4,"3,25",2740,5339,"2,5",0,0,3,9,2740,0,2004,0,"47,6706","-122,356"
1874,392800,3,2,1080,11856,1,0,0,5,7,1080,0,1986,0,"47,6955","-122,175"
1875,510000,5,"1,5",1550,9750,1,0,0,4,7,1550,0,1966,0,"47,6811","-122,169"
1876,490000,3,"1,75",1510,8433,1,0,0,4,7,1220,290,1967,0,"47,6226","-122,103"
1877,237500,2,1,810,8494,1,0,0,3,6,810,0,1949,0,"47,7389","-122,324"
1878,480000,3,1,1150,4945,1,0,2,3,7,1150,0,1943,0,"47,5663","-122,379"
1879,809000,4,"1,75",1790,8372,1,0,0,4,8,1340,450,1976,0,"47,6605","-122,189"
1880,1070000,3,"2,25",2890,21480,2,0,4,3,8,1790,1100,1941,1989,"47,5027","-122,381"
1881,453000,4,"2,75",2300,37533,1,0,3,5,8,1550,750,1979,0,"47,3714","-122,431"
1882,495000,4,"2,5",2980,12075,1,0,0,3,8,1910,1070,2007,0,"47,5074","-122,172"
1883,327000,4,"2,25",1620,106722,1,0,0,3,8,1200,420,1980,0,"47,3394","-122,091"
1884,448000,2,1,1110,5413,1,0,0,3,6,890,220,1937,0,"47,6925","-122,32"
1885,538000,3,"2,5",2250,11632,2,0,0,3,8,2250,0,1988,0,"47,5272","-122,169"
1886,749950,4,"2,5",2620,8312,2,0,0,3,9,2620,0,1990,0,"47,6272","-122,033"
1887,548500,3,1,1740,4400,"1,5",0,0,3,7,1740,0,1924,0,"47,6059","-122,3"
1888,2580000,5,3,4780,20440,1,0,0,4,10,3660,1120,1975,0,"47,6242","-122,239"
1889,550000,4,"3,5",4150,16197,2,0,0,3,10,4150,0,2006,0,"47,3423","-122,183"
1890,332000,3,"2,5",1530,9406,1,0,0,3,7,1270,260,1993,0,"47,4852","-122,162"
1891,725000,6,"1,75",2380,4080,2,0,0,3,8,2380,0,1917,0,"47,6629","-122,325"
1892,680000,3,"2,25",1820,8316,1,0,0,5,7,1320,500,1960,0,"47,5849","-122,169"
1893,381500,2,1,900,2910,1,0,0,5,7,900,0,1924,0,"47,6859","-122,322"
1894,1400000,4,"3,25",2980,7000,2,0,3,3,10,2140,840,1900,2014,"47,5933","-122,292"
1895,439000,3,"2,25",1430,2343,2,0,0,3,8,1430,0,2012,0,"47,5648","-122,294"
1896,392000,5,"2,5",2340,5670,2,0,0,3,7,2340,0,2009,0,"47,4913","-122,152"
1897,595000,3,"2,5",2660,10637,2,0,0,3,9,2660,0,1991,0,"47,7383","-122,22"
1898,497000,4,"2,5",2240,7200,2,0,0,3,8,2240,0,1995,0,"47,5636","-122,275"
1899,459900,3,"1,75",2580,11000,1,0,0,4,7,1290,1290,1951,0,"47,5646","-122,181"
1900,350000,4,"1,75",2140,4959,1,0,0,3,7,1080,1060,1965,0,"47,5166","-122,266"
1901,707000,5,"2,5",3050,13212,1,0,0,4,8,1590,1460,1975,0,"47,5596","-122,142"
1902,320000,3,"2,5",2680,7757,2,0,0,3,8,2680,0,1990,0,"47,2918","-122,346"
1903,1030000,4,"2,5",2620,11200,1,0,0,4,8,1770,850,1962,0,"47,5876","-122,193"
1904,255000,3,"1,75",1740,8800,1,0,0,3,7,1140,600,1978,0,"47,2968","-122,372"
1905,275436,4,"2,75",2170,9658,"1,5",0,0,3,7,2170,0,1966,0,"47,3741","-122,189"
1906,436000,3,"2,5",1150,1193,2,0,0,3,8,1020,130,2006,0,"47,6684","-122,365"
1907,281000,4,"2,25",1677,3600,2,0,0,3,7,1677,0,2012,0,"47,32","-122,178"
1908,372400,3,"2,5",2720,11937,2,0,0,3,9,2720,0,1990,0,"47,4185","-122,212"
1909,378000,4,1,1300,6075,1,0,0,5,7,1300,0,1954,0,"47,773","-122,349"
1910,306000,3,"1,5",1250,8700,1,0,0,4,7,1250,0,1959,0,"47,4744","-122,328"
1911,452950,3,"2,5",1150,1194,2,0,0,3,8,1020,130,2006,0,"47,6684","-122,365"
1912,1300000,4,"2,25",2360,4000,2,0,0,3,9,2360,0,2013,0,"47,6198","-122,289"
1913,273000,3,"2,5",1650,5994,2,0,0,4,7,1650,0,1989,0,"47,3603","-122,19"
1914,515000,3,"2,25",1640,8400,1,0,0,4,8,1640,0,1962,0,"47,5484","-122,172"
1915,372500,2,1,880,10950,1,0,0,4,7,880,0,1944,0,"47,7332","-122,352"
1916,305000,4,"2,75",2030,8600,1,0,0,4,7,1230,800,1977,0,"47,3942","-122,16"
1917,550000,4,"2,5",2080,4080,1,0,0,5,7,1040,1040,1962,0,"47,572","-122,29"
1918,400000,4,"1,5",1980,113691,1,0,0,3,7,1980,0,1962,0,"47,5606","-121,853"
1919,374950,4,3,2540,8800,1,0,1,3,9,1620,920,1977,0,"47,3204","-122,387"
1920,682500,6,"4,5",3500,8504,2,0,0,3,7,3500,0,1980,0,"47,7351","-122,295"
1921,440000,2,1,1230,6600,1,0,0,3,7,1130,100,1906,0,"47,5573","-122,282"
1922,336000,2,1,1180,7200,1,0,0,4,6,1180,0,1949,0,"47,7475","-122,342"
1923,264950,2,1,770,7434,1,0,0,3,6,770,0,1947,0,"47,7606","-122,32"
1924,390000,3,"1,75",1220,216332,1,0,0,3,7,1220,0,1981,0,"47,7224","-121,926"
1925,300000,4,2,1580,9600,1,0,0,5,7,1050,530,1965,0,"47,4091","-122,313"
1926,355000,3,"2,25",1370,1524,3,0,0,3,8,1370,0,2005,0,"47,6982","-122,347"
1927,170000,2,1,1240,9900,1,0,0,3,7,940,300,1950,0,"47,4862","-122,326"
1928,313000,3,"1,75",2190,8000,1,0,0,4,8,2190,0,1967,0,"47,3098","-122,381"
1929,982000,4,"2,5",2790,10289,2,0,0,3,9,2790,0,1987,0,"47,5483","-122,158"
1930,755000,3,"2,5",2000,1950,3,0,0,3,8,2000,0,2005,0,"47,6476","-122,356"
1931,830000,3,"1,5",1840,10125,1,0,0,4,8,1220,620,1959,0,"47,5607","-122,217"
1932,545000,4,"2,5",2755,11612,2,0,0,3,8,2755,0,2001,0,"47,7394","-121,965"
1933,571000,5,"1,75",2280,43560,1,0,1,4,8,1380,900,1949,0,"47,4558","-122,362"
1934,269000,3,"2,5",1730,6653,1,0,0,4,7,1360,370,1990,0,"47,3588","-122,088"
1935,450000,3,"1,75",1720,6960,1,0,0,3,7,1140,580,1978,0,"47,6972","-122,129"
1936,280000,2,"1,5",1480,15641,1,0,0,4,7,1480,0,1940,0,"47,5008","-122,366"
1937,716000,3,"2,5",2270,7866,1,0,0,4,10,2270,0,1988,0,"47,5622","-122,022"
1938,625000,3,"2,5",2120,10021,1,0,0,4,8,1230,890,1976,0,"47,5621","-122,135"
1939,425000,3,"2,5",1800,14036,2,0,0,3,8,1800,0,1993,0,"47,7334","-121,97"
1940,179950,3,1,960,10125,1,0,0,4,7,960,0,1952,0,"47,3335","-122,305"
1941,704000,3,1,1140,6120,"1,5",0,0,3,7,1140,0,1926,0,"47,6822","-122,309"
1942,360000,4,2,1850,8827,1,0,0,3,7,1850,0,1969,0,"47,7406","-122,313"
1943,1400000,4,"3,25",4290,12103,1,0,3,3,11,2690,1600,1997,0,"47,5503","-122,102"
1944,751000,6,3,2880,6800,2,0,0,3,7,2880,0,1980,0,"47,5873","-122,299"
1945,439950,3,"1,75",1720,223377,1,0,0,3,7,1240,480,1950,0,"47,7329","-121,92"
1946,780000,4,2,2600,4800,1,0,2,3,8,1400,1200,1953,0,"47,637","-122,371"
1947,345000,3,"2,5",1540,3237,2,0,0,3,7,1540,0,1999,0,"47,5299","-121,878"
1948,895000,2,"1,75",1700,3618,1,0,1,3,8,1260,440,1950,0,"47,6336","-122,397"
1949,435000,3,"2,5",1930,5790,2,0,0,4,7,1930,0,1988,0,"47,7733","-122,17"
1950,246500,3,"1,5",1170,11530,1,0,0,3,7,1170,0,1960,0,"47,4211","-122,29"
1951,1780000,3,"2,25",4320,19225,1,0,0,4,10,2160,2160,1972,0,"47,6368","-122,216"
1952,299950,3,"1,75",1980,11274,1,0,0,4,7,1480,500,1968,0,"47,4474","-122,167"
1953,236000,4,"2,5",1630,3060,2,0,0,3,7,1630,0,2003,0,"47,5072","-122,336"
1954,625000,3,"2,5",2260,5500,"1,5",0,0,3,7,1280,980,1910,0,"47,681","-122,388"
1955,500000,3,"2,5",2110,208737,2,0,3,3,9,2110,0,1977,0,"47,2674","-122,072"
1956,209000,3,1,1320,3954,"1,5",0,0,3,6,1320,0,1912,2014,"47,202","-121,994"
1957,607010,4,"2,5",2180,4000,2,0,0,3,8,1700,480,2002,0,"47,5553","-122,269"
1958,420000,3,2,1200,5029,1,0,0,3,6,880,320,1937,0,"47,6936","-122,294"
1959,471000,4,"2,25",3410,57063,2,0,0,4,8,2410,1000,1978,0,"47,505","-122,11"
1960,950000,4,"2,75",3800,12200,2,0,3,4,10,3800,0,1986,0,"47,5689","-122,156"
1961,880000,4,"3,25",4060,52707,2,0,0,4,9,4060,0,1996,0,"47,7615","-122,041"
1962,796000,4,"3,5",3670,4960,2,0,0,3,9,2870,800,2005,0,"47,7022","-122,374"
1963,180500,2,1,850,5000,1,0,0,3,6,850,0,1976,0,"47,3817","-122,314"
1964,430000,3,"2,25",2020,2750,2,0,0,3,8,1680,340,2008,0,"47,5633","-122,297"
1965,245000,2,1,1500,6685,1,0,0,3,7,1190,310,1926,0,"47,7186","-122,354"
1966,702000,4,"2,5",3280,5876,2,0,0,3,7,3280,0,2004,0,"47,6802","-122,034"
1967,305000,3,1,910,8008,1,0,0,3,7,910,0,1971,0,"47,726","-122,22"
1968,940000,4,2,2490,9525,2,0,0,5,9,2490,0,1968,0,"47,5639","-122,217"
1969,418500,3,"2,5",2060,4399,2,0,0,3,7,2060,0,2007,0,"47,5415","-121,884"
1970,435000,3,"2,5",1600,2375,2,0,0,3,7,1600,0,2005,0,"47,5531","-121,996"
1971,1200000,3,"3,5",4310,10842,2,0,2,3,10,3140,1170,1988,0,"47,7735","-122,386"
1972,683000,3,"2,5",2300,9218,2,0,2,3,9,2300,0,1998,0,"47,5504","-122,077"
1973,327500,3,"2,25",2310,7200,2,0,0,3,8,2310,0,1990,0,"47,4051","-122,193"
1974,710000,2,1,1210,6000,1,0,0,4,7,1000,210,1942,0,"47,6482","-122,402"
1975,797000,3,"2,5",1370,1911,2,0,0,3,9,1370,0,1907,2011,"47,6375","-122,354"
1976,215500,2,"1,75",1220,15600,1,0,0,3,6,1220,0,1972,0,"47,2853","-122,265"
1977,975000,4,"2,5",3020,4950,"1,5",0,0,4,9,2020,1000,1921,0,"47,6467","-122,304"
1978,570000,3,"2,25",2180,9246,2,0,0,3,9,2180,0,1984,0,"47,6215","-122,031"
1979,608700,4,"2,5",2260,9696,1,0,0,3,9,2260,0,1983,0,"47,643","-122,066"
1980,635000,4,"2,5",2880,3091,2,0,0,3,9,1940,940,2014,0,"47,5711","-122,286"
1981,490000,4,"2,25",2020,85813,2,0,0,3,7,2020,0,1995,0,"47,483","-122,026"
1982,258000,3,"2,5",1730,6930,2,0,0,3,8,1730,0,1994,0,"47,2621","-122,308"
1983,330000,4,"2,5",1940,3784,2,0,0,3,8,1940,0,2003,0,"47,4513","-122,119"
1984,1250000,4,"3,25",3160,5000,2,0,0,5,9,2360,800,1965,0,"47,6597","-122,274"
1985,501000,2,"1,75",1810,7523,1,0,0,3,8,1170,640,1962,1980,"47,5695","-122,087"
1986,480000,3,"2,25",1680,9090,1,0,0,4,7,1130,550,1959,0,"47,6068","-122,13"
1987,295000,4,"1,75",1800,28650,1,0,0,4,7,1800,0,1975,0,"47,3926","-122,166"
1988,415500,3,"1,5",1240,12400,1,0,0,3,7,1240,0,1958,0,"47,607","-122,132"
1989,339000,3,"1,75",1150,13278,1,0,0,5,7,1150,0,1966,0,"47,6384","-121,969"
1990,354000,3,2,1010,21340,1,0,0,3,8,1010,0,1980,0,"47,6223","-122,043"
1991,578550,3,"2,5",2120,6602,2,0,0,4,8,2120,0,1989,0,"47,5669","-122,012"
1992,420000,3,1,1060,8097,1,0,0,4,7,940,120,1923,0,"47,7144","-122,351"
1993,375000,2,1,1010,4050,1,0,0,3,7,1010,0,1950,0,"47,5838","-122,382"
1994,1500000,5,"3,5",4370,12240,2,0,0,3,11,3270,1100,1990,0,"47,582","-122,199"
1995,302000,2,1,890,5000,1,0,0,4,6,890,0,1947,0,"47,5526","-122,287"
1996,582500,2,"1,75",1990,6549,1,0,0,3,7,1170,820,1948,0,"47,7","-122,296"
1997,1030000,3,"2,5",3680,13384,2,0,0,3,10,3680,0,1994,0,"47,5484","-122,119"
1998,820000,3,"2,5",3030,46538,2,0,0,3,10,3030,0,1997,0,"47,664","-122,041"
1999,322200,4,"2,25",2010,19000,2,0,0,4,8,2010,0,1975,0,"47,3734","-122,119"
2000,275400,2,1,890,8180,1,0,0,3,7,890,0,1947,0,"47,737","-122,3"
2001,405500,3,"1,5",1010,8108,1,0,0,5,7,1010,0,1954,0,"47,7359","-122,309"
2002,232603,3,"1,75",1750,11461,2,0,0,4,7,1750,0,1976,0,"47,3173","-122,21"
2003,482975,3,"2,25",2130,8801,1,0,0,3,8,1370,760,1976,0,"47,7462","-122,29"
2004,321500,4,"2,5",2620,5457,2,0,0,3,8,2620,0,2003,0,"47,3148","-122,27"
2005,1050000,5,"3,25",4240,9588,2,0,0,3,9,4240,0,2014,0,"47,6901","-122,018"
2006,181100,4,"1,75",1850,7500,1,0,0,3,7,1850,0,1954,0,"47,4217","-122,333"
2007,680000,4,"2,5",2880,9202,1,0,0,3,8,1780,1100,1977,0,"47,6658","-122,139"
2008,456150,3,"2,25",1750,12408,1,0,0,5,7,1150,600,1962,0,"47,7509","-122,3"
2009,324950,3,1,1040,7288,1,0,0,3,7,1040,0,1959,0,"47,7287","-122,311"
2010,819900,5,"2,75",3150,7119,2,0,0,3,9,3150,0,2013,0,"47,6759","-122,151"
2011,226500,3,"1,75",1640,10762,1,0,0,3,7,1130,510,1988,0,"47,3586","-122,074"
2012,230000,3,1,880,7500,1,0,0,3,7,880,0,1978,0,"47,3837","-122,307"
2013,248000,3,"2,5",2120,6840,1,0,0,3,7,1220,900,1984,0,"47,278","-122,145"
2014,998000,5,"3,5",3760,10207,2,0,0,3,10,3150,610,1969,0,"47,5605","-122,225"
2015,270000,3,"2,25",2390,7000,1,0,0,4,7,1990,400,1970,0,"47,4568","-122,169"
2016,150000,2,1,840,12750,1,0,0,3,6,840,0,1925,0,"47,484","-122,211"
2017,431000,3,1,1810,7200,1,0,0,4,7,1130,680,1954,0,"47,7493","-122,351"
2018,275000,3,"1,5",1320,7695,1,0,0,4,7,1320,0,1959,0,"47,4908","-122,181"
2019,502775,3,"1,75",1700,9840,1,0,0,4,8,1200,500,1976,0,"47,5192","-122,046"
2020,286000,3,"1,75",1770,9000,1,0,0,3,7,1090,680,1954,0,"47,4997","-122,326"
2021,990000,3,"2,75",2500,6350,2,0,0,5,9,2370,130,1979,0,"47,6035","-122,285"
2022,464950,4,"2,5",1640,6000,2,0,0,3,7,1640,0,2011,0,"47,559","-122,365"
2023,339888,4,"1,75",1440,6144,1,0,0,5,6,720,720,1947,0,"47,5257","-122,357"
2024,265000,2,1,760,4000,1,0,0,4,6,760,0,1950,0,"47,5466","-122,304"
2025,174950,3,1,1060,5200,1,0,0,5,6,1060,0,1970,0,"47,3636","-122,093"
2026,270000,3,"2,25",1470,16728,1,0,0,4,7,1350,120,1959,0,"47,4968","-122,302"
2027,375000,3,"2,5",1300,1362,2,0,0,3,8,880,420,2008,0,"47,5893","-122,317"
2028,380000,4,3,2800,9764,2,0,0,3,8,2800,0,2002,0,"47,3543","-122,012"
2029,800000,4,"2,5",2930,5000,2,0,0,3,9,2760,170,2007,0,"47,5424","-122,12"
2030,142500,4,"0,75",1440,13300,1,0,0,3,6,1440,0,1948,0,"47,4761","-122,337"
2031,488000,3,"2,5",3160,13603,2,0,0,3,8,3160,0,2003,0,"47,7443","-121,977"
2032,280000,3,2,1640,13249,1,0,0,3,7,1640,0,1995,0,"47,3589","-122,281"
2033,140000,3,1,1090,10114,1,0,0,4,7,1090,0,1955,0,"47,2975","-122,223"
2034,470000,3,"2,5",2070,8581,2,0,0,3,8,2070,0,1994,0,"47,5101","-122,151"
2035,825000,5,"3,5",4140,6770,2,0,0,3,9,3030,1110,2004,0,"47,5381","-122,069"
2036,305000,2,"2,25",1610,1968,2,0,0,5,7,1610,0,1979,0,"47,5184","-122,196"
2037,555000,3,"1,75",2040,6000,1,0,0,5,7,1120,920,1958,0,"47,5688","-122,397"
2038,955990,5,"3,25",3830,6507,2,0,0,3,9,3830,0,2014,0,"47,6843","-122,016"
2039,895950,5,"2,75",3180,9255,2,0,0,3,9,3180,0,2014,0,"47,6232","-122,023"
2040,598500,4,"2,5",2520,3980,2,0,0,3,8,2520,0,2005,0,"47,5401","-122,07"
2041,785000,3,2,1600,9638,1,0,0,5,7,1600,0,1952,0,"47,5753","-122,224"
2042,3300000,5,"4,75",6200,13873,2,1,4,4,11,4440,1760,1989,0,"47,605","-122,112"
2043,325000,4,2,1870,7700,1,0,0,3,8,1870,0,1966,0,"47,4619","-122,196"
2044,200000,2,1,1000,6227,1,0,0,3,6,1000,0,1949,0,"47,513","-122,333"
2045,530000,4,"2,25",2180,10754,1,0,0,5,7,1100,1080,1954,0,"47,7711","-122,341"
2046,959000,6,"3,25",4440,17424,1,0,1,4,9,2220,2220,1959,0,"47,5791","-122,23"
2047,716000,4,"2,25",2480,9780,1,0,0,4,8,1900,580,1975,0,"47,6388","-122,099"
2048,272000,3,2,1380,7476,1,0,0,3,7,1380,0,1989,0,"47,3336","-122,272"
2049,950000,5,4,4100,8120,2,0,0,3,9,4100,0,2011,0,"47,6917","-122,02"
2050,1650000,6,"3,5",4010,16200,1,0,0,3,8,2090,1920,1955,1990,"47,6322","-122,216"
2051,790000,2,3,2560,982278,1,0,0,3,8,2560,0,2004,0,"47,6955","-121,861"
2052,700000,3,"2,5",2350,4975,2,0,0,3,8,2350,0,2012,0,"47,5418","-122,01"
2053,315000,3,"1,75",1480,7500,1,0,0,4,7,1480,0,1968,0,"47,4629","-122,187"
2054,240000,5,"1,75",2460,16000,1,0,0,3,7,1230,1230,1957,0,"47,3305","-122,351"
2055,424000,3,1,1580,13912,1,0,0,4,8,1580,0,1955,0,"47,7552","-122,276"
2056,520000,4,"3,5",2734,210201,2,0,0,5,8,2734,0,1974,0,"47,3652","-122,504"
2057,549995,4,"3,5",2660,5690,2,0,0,3,8,1920,740,2014,0,"47,4775","-122,122"
2058,175000,2,1,740,3434,1,0,0,5,6,740,0,1920,0,"47,2088","-121,992"
2059,290000,3,"2,5",2080,4828,2,0,0,3,8,2080,0,2002,0,"47,3737","-122,132"
2060,1020000,6,"2,25",2550,5000,2,0,0,4,7,2550,0,1907,0,"47,6785","-122,396"
2061,230000,3,1,1530,389126,"1,5",0,0,4,7,1530,0,1919,0,"47,1776","-122,011"
2062,639000,4,"2,5",2150,12028,2,0,0,4,8,2150,0,1982,0,"47,7224","-122,101"
2063,555000,4,"2,25",2220,8125,1,0,0,4,8,1450,770,1965,0,"47,5429","-122,177"
2064,619500,3,"2,5",1700,4105,2,0,0,3,8,1700,0,1992,0,"47,6078","-122,292"
2065,1230000,4,"4,5",5420,101930,1,0,0,3,11,3890,1530,2001,0,"47,6561","-122,005"
2066,623000,3,"2,75",2390,21804,1,0,0,3,8,1450,940,1973,0,"47,7339","-122,183"
2067,1030000,5,4,3760,28040,2,0,0,3,10,3760,0,1983,0,"47,6489","-122,183"
2068,3200000,3,"3,25",4560,13363,1,0,4,3,11,2760,1800,1995,0,"47,6205","-122,214"
2069,235000,3,2,1530,8700,1,0,0,4,7,1530,0,1970,0,"47,4529","-122,207"
2070,499990,3,"1,75",1730,9334,1,0,0,3,8,1220,510,1977,0,"47,6478","-122,113"
2071,760000,4,"2,5",2420,10285,1,0,4,3,8,1700,720,1958,0,"47,4871","-122,36"
2072,506000,3,2,1160,6120,1,0,0,3,7,1160,0,1947,0,"47,6853","-122,293"
2073,350500,2,1,1450,6380,1,0,0,3,7,1450,0,1967,0,"47,6924","-122,321"
2074,504750,3,"2,5",2490,21937,2,0,0,3,8,2490,0,1993,0,"47,6442","-121,898"
2075,235000,2,"2,25",1660,2748,2,0,0,3,7,1660,0,1995,0,"47,4333","-122,212"
2076,400000,2,1,1140,5100,1,0,0,3,7,1140,0,1942,0,"47,5323","-122,383"
2077,400000,3,"2,5",2120,3742,2,0,0,3,7,2120,0,2006,0,"47,4787","-122,129"
2078,569950,5,1,1420,6250,"1,5",0,0,4,8,1420,0,1926,0,"47,5807","-122,389"
2079,319950,3,"2,5",2240,7500,2,0,0,3,8,2240,0,1985,0,"47,265","-122,22"
2080,284200,3,"1,75",1540,6632,1,0,0,3,7,1070,470,1959,0,"47,4973","-122,252"
2081,395000,4,"2,5",2740,8336,2,0,0,4,9,2740,0,1990,0,"47,3904","-122,176"
2082,525000,4,"1,75",1820,6600,1,0,0,5,7,1820,0,1960,0,"47,606","-122,135"
